Vid,Name,NickName,TikTok_Link,TikTok_Transcription,VTT_Content
7.25906e+18,mind.psy.guidance,Morgan | Holistic Therapist,https://www.tiktok.com/@mind.psy.guidance/video/7259058926543572266,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-mindpsygui-20230723165620-7259058926543572266-eng-US,"WEBVTT


00:00:00.282 --> 00:00:02.801
Here are some somatic bilateral stimulation techniques

00:00:02.802 --> 00:00:04.721
you can use to help regulate your nervous system,

00:00:04.722 --> 00:00:07.257
depending upon what emotion you're feeling at the time.

00:00:07.282 --> 00:00:08.841
For anger, you can try Gorilla Thumbs.

00:00:08.842 --> 00:00:10.737
So seam here up and down your body.

00:00:10.762 --> 00:00:11.937
None of these should hurt.

00:00:12.002 --> 00:00:14.337
And remember to breathe throughout all these exercises.

00:00:14.640 --> 00:00:16.913
Next, you can try alternating fists to the floor,

00:00:16.914 --> 00:00:19.953
releasing energy here and pairing it with our breath.

00:00:19.954 --> 00:00:22.353
We're going to do the same with alternating stomps.

00:00:22.354 --> 00:00:23.913
You should hear a thud on the ground,

00:00:23.914 --> 00:00:24.753
but this again,

00:00:24.754 --> 00:00:25.665
should not hurt.

00:00:25.880 --> 00:00:27.708
Lastly, we'll do a full body shake out.

00:00:27.709 --> 00:00:29.230
Don't worry about looking weird.

00:00:29.509 --> 00:00:31.148
And this can be followed by stillness,

00:00:31.149 --> 00:00:33.550
where you'll focus on slowing your breath.

00:00:33.800 --> 00:00:34.261
For sadness,

00:00:34.262 --> 00:00:35.501
you can try out Butterfly Taps

00:00:35.502 --> 00:00:36.381
as seen here.

00:00:36.382 --> 00:00:38.701
And all of these Exercises I'm About to Show You

00:00:38.702 --> 00:00:39.861
Are Helping to Activate

00:00:39.862 --> 00:00:41.621
Your Parasympathetic Nervous System.

00:00:41.622 --> 00:00:44.341
Next, you can try Alternating Pressure Self Hugs,

00:00:44.342 --> 00:00:45.398
as seen here.

00:00:45.542 --> 00:00:47.381
And remember to breathe throughout this.

00:00:47.382 --> 00:00:48.638
If tears come,

00:00:48.662 --> 00:00:49.918
please let them flow.

00:00:50.160 --> 00:00:52.111
Lastly, you can try out bamboo sways,

00:00:52.112 --> 00:00:54.391
where you're alternating your weight from 1ft

00:00:54.392 --> 00:00:55.192
to the other.

00:00:55.472 --> 00:00:58.147
And you can add a little bit of self holding here.

00:00:58.272 --> 00:01:01.191
Do this for as long as feels safe and comforting to you.

00:01:01.192 --> 00:01:01.791
For anxiety,

00:01:01.792 --> 00:01:02.911
you're gonna wanna find a prop.

00:01:02.912 --> 00:01:04.147
I just found a stick

00:01:04.280 --> 00:01:06.427
and you're gonna alternate throwing and catching it.

00:01:06.428 --> 00:01:08.791
You can also move this around your body.

00:01:08.988 --> 00:01:10.671
We're just shifting our focus,

00:01:10.748 --> 00:01:13.871
offering bilateral Stimulation and moving our bodies.

00:01:14.080 --> 00:01:16.149
Lastly, you can place this prop on your belly

00:01:16.190 --> 00:01:18.829
and watch it move up and down with your breath.

00:01:18.990 --> 00:01:22.069
You're gonna wanna make sure to fully inhale and exhale

00:01:22.070 --> 00:01:23.669
and slow your breath here.

00:01:23.670 --> 00:01:25.469
Make sure to save this video for later.

00:01:25.470 --> 00:01:26.989
And if you enjoyed this content,

00:01:26.990 --> 00:01:29.029
go ahead and follow for more from a therapist.
"
7.23158e+18,mind.psy.guidance,Morgan | Holistic Therapist,https://www.tiktok.com/@mind.psy.guidance/video/7231578404628516142,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-mindpsygui-20230510153805-7231578404628516142-eng-US,"WEBVTT


00:00:00.242 --> 00:00:02.137
If you feel like this Vine right now,

00:00:02.362 --> 00:00:05.921
so close to your next goal, but just not quite there,

00:00:05.922 --> 00:00:08.377
and potentially really frustrated about it,

00:00:08.642 --> 00:00:12.097
just remember how far you've already come,

00:00:12.856 --> 00:00:15.135
how many steps you've already made

00:00:15.136 --> 00:00:17.523
to get to where you are currently,

00:00:18.216 --> 00:00:21.895
and how many times you've felt this feeling of being so

00:00:21.896 --> 00:00:24.375
close but not quite there,

00:00:24.376 --> 00:00:27.483
and how it eventually comes.
"
7.48888e+18,themedicalcity,The Medical City,https://www.tiktok.com/@themedicalcity/video/7488884586986982663,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-themedical-20250403005707-7488884586986982663-eng-US,"WEBVTT


00:00:00.220 --> 00:00:03.760
DOC, aside from chemotherapy and radiation therapy,

00:00:03.820 --> 00:00:06.520
are there other treatment methods for cancer?

00:00:06.580 --> 00:00:08.920
Hi, I'm Doctor Edilene,

00:00:09.020 --> 00:00:11.000
your nuclear medicine specialist.

00:00:11.180 --> 00:00:13.860
And welcome to ask your TMC DOC.

00:00:13.861 --> 00:00:15.401
That's a great question.

00:00:15.620 --> 00:00:19.120
While most are familiar with chemotherapy and radiation therapy,

00:00:19.260 --> 00:00:21.760
there's actually another groundbreaking approach

00:00:21.820 --> 00:00:24.120
that takes treatment to the next level.

00:00:24.220 --> 00:00:28.840
Theranostics, a method which combines therapy and diagnostics

00:00:28.940 --> 00:00:31.440
using specialized radioactive tracers

00:00:31.580 --> 00:00:35.020
to find cancer cells and deliver targeted treatment,

00:00:35.021 --> 00:00:37.761
all with precision and less side effects.

00:00:38.020 --> 00:00:39.400
Think of it this way,

00:00:39.580 --> 00:00:43.400
while chemotherapy attacks cells all over your body,

00:00:43.740 --> 00:00:48.420
theranostics target cancer cells whilst sparing healthy tissues.

00:00:48.421 --> 00:00:50.881
It's a game changer for the tired, cancer,

00:00:51.020 --> 00:00:54.740
neuroendocrine tumours, prostate cancer and many more.

00:00:54.741 --> 00:00:57.201
But Theronostics isn't just treatment.

00:00:57.220 --> 00:01:00.180
It's personalized care designed for you.

00:01:00.181 --> 00:01:02.521
The future of cancer treatment is precise,

00:01:02.780 --> 00:01:04.780
effective and happening now.

00:01:04.781 --> 00:01:08.781
Want to learn more? Call this number or leave a comment below

00:01:08.782 --> 00:01:11.741
and a TMC doctor will answer in the next episode.

00:01:11.742 --> 00:01:17.081
You can also like and follow our TMC accounts for more tips. Bye.
"
7.02793e+18,drtraceymarks,Dr. Tracey Marks,https://www.tiktok.com/@drtraceymarks/video/7027934048580357423,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drtraceyma-20211107205329-7027934048580357423-eng-US,"WEBVTT


00:00:00.000 --> 00:00:01.617
When you start an antidepressant,

00:00:01.618 --> 00:00:03.219
the first thing that you experience

00:00:03.220 --> 00:00:05.097
is side effects of the medication.

00:00:05.098 --> 00:00:08.217
So when I see a person a month after starting the drug,

00:00:08.218 --> 00:00:09.217
I usually ask,

00:00:09.218 --> 00:00:10.721
did anything bad happen?

00:00:10.977 --> 00:00:12.381
Because usually the side effects

00:00:12.382 --> 00:00:14.496
like nausea or stomach issues

00:00:14.497 --> 00:00:15.802
or even activation

00:00:16.177 --> 00:00:18.802
like not sleeping well or being energized,

00:00:18.977 --> 00:00:20.482
which is different from anxiety,

00:00:20.777 --> 00:00:22.856
these are the things that you see at first,

00:00:22.857 --> 00:00:24.522
and they usually taper off.

00:00:25.041 --> 00:00:28.160
The benefit that you get of reducing your depression

00:00:28.161 --> 00:00:29.920
or anxiety comes later,

00:00:29.921 --> 00:00:31.098
as the medication

00:00:31.281 --> 00:00:33.960
reaches a steady state level in your body

00:00:33.961 --> 00:00:36.538
and starts to have its therapeutic effect.
"
7.06609e+18,drtraceymarks,Dr. Tracey Marks,https://www.tiktok.com/@drtraceymarks/video/7066086455096970542,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drtraceyma-20220218162422-7066086455096970542-eng-US,"WEBVTT


00:00:00.000 --> 00:00:02.727
Passive suicidal thoughts can become active,

00:00:02.728 --> 00:00:05.407
but many people never make it to the active thought.

00:00:05.408 --> 00:00:08.287
They just ruminate passively in their head.

00:00:08.288 --> 00:00:08.847
And chronic

00:00:08.848 --> 00:00:11.447
passive suicidal thinking is still a problem

00:00:11.448 --> 00:00:13.891
and usually an indication that you're depressed.

00:00:13.928 --> 00:00:15.167
But there are people

00:00:15.168 --> 00:00:18.619
who always think of ending their life as an option

00:00:18.620 --> 00:00:21.939
that they keep open to use when the going gets tough.

00:00:21.940 --> 00:00:24.399
It's like this fantasy escape plan,

00:00:24.540 --> 00:00:26.819
but they never really seriously contemplate it

00:00:26.820 --> 00:00:29.319
or get to the point of cashing in on that option.

00:00:29.380 --> 00:00:31.899
And this kind of if this and that happen,

00:00:31.900 --> 00:00:32.979
I'll just kill myself

00:00:32.980 --> 00:00:35.419
doesn't necessarily mean that you're depressed,

00:00:35.420 --> 00:00:37.826
but it is a darker way of thinking.
"
7.2506e+18,juliethe_therapist,Julie The Therapist,https://www.tiktok.com/@juliethe_therapist/video/7250598589766962474,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-juliethe_t-20230630214553-7250598589766962474-eng-US,"WEBVTT


00:00:00.155 --> 00:00:02.274
This person realizes it's Friday

00:00:02.275 --> 00:00:04.864
and their partner hasn't made any plans for the weekend.

00:00:05.115 --> 00:00:06.034
They have the thought,

00:00:06.035 --> 00:00:08.104
they don't care about spending time with me.

00:00:08.435 --> 00:00:09.874
This thought makes them feel hurt,

00:00:09.875 --> 00:00:11.224
annoyed, and angry

00:00:11.515 --> 00:00:13.514
because they've been thinking this thought for a while.

00:00:13.515 --> 00:00:14.424
They're resentful.

00:00:14.875 --> 00:00:15.914
They say to their partner,

00:00:15.915 --> 00:00:17.584
I guess we'll just sit home again.

00:00:18.280 --> 00:00:20.300
They realize immediately they're mind reading

00:00:20.301 --> 00:00:23.358
and using passive aggressive and contemptuous behavior.

00:00:23.981 --> 00:00:25.660
What makes me think this thought is true?

00:00:25.661 --> 00:00:26.780
If they were excited,

00:00:26.781 --> 00:00:28.180
they would plan something.

00:00:28.181 --> 00:00:30.558
Is there any evidence this might not be true?

00:00:30.880 --> 00:00:32.275
Most of my partner's plans

00:00:32.276 --> 00:00:34.703
since I've known them have always been spontaneous.

00:00:34.916 --> 00:00:36.515
What resources do I have?

00:00:36.516 --> 00:00:38.395
Well, I can talk to my partner about this

00:00:38.396 --> 00:00:40.075
because we clearly have differences

00:00:40.076 --> 00:00:41.743
in how we like to spend time.

00:00:41.756 --> 00:00:43.983
I need to bring this up in a curious way.
"
7.48984e+18,therapytothepoint,TherapyToThePoint,https://www.tiktok.com/@therapytothepoint/video/7489838405430431022,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-therapytot-20250405143908-7489838405430431022-eng-US,"WEBVTT


00:00:00.060 --> 00:00:02.220
10 little habits that worsen your mental health

00:00:02.221 --> 00:00:03.681
from a licensed therapist.

00:00:03.740 --> 00:00:06.820
No. 1 scrolling your phone first thing in the morning.

00:00:06.821 --> 00:00:10.681
It over stimulates your brain before you even get ready for the day.

00:00:10.900 --> 00:00:14.260
Instead, try connecting with a person or even a pet

00:00:14.261 --> 00:00:17.561
and wait 30 minutes before using electronic devices.

00:00:17.800 --> 00:00:19.860
No.2 staying inside all day.

00:00:19.861 --> 00:00:21.681
This causes you to feel disconnected,

00:00:21.700 --> 00:00:24.200
sluggish, and often get more anxious.

00:00:24.340 --> 00:00:25.340
Instead, go outside,

00:00:25.341 --> 00:00:29.401
even for five minutes. Sunlight and fresh air make a real difference.

00:00:29.420 --> 00:00:31.680
No. 3 constantly watching the news.

00:00:31.681 --> 00:00:34.321
It overloads you with negativity and fear.

00:00:34.420 --> 00:00:37.720
Instead, limit news to once a day from a trusted source.

00:00:37.780 --> 00:00:40.420
No. 4 over comparing yourself to others.

00:00:40.421 --> 00:00:43.961
It distorts your reality and slowly chips away at your self esteem.

00:00:44.180 --> 00:00:46.260
Instead, limit your time on social media

00:00:46.261 --> 00:00:50.061
and use comparisons as a way to learn not to put yourself down.

00:00:50.062 --> 00:00:52.021
No. 5 constantly complaining.

00:00:52.022 --> 00:00:54.481
This traps your brain in a cycle of negativity.

00:00:54.660 --> 00:00:56.900
Instead, set a timer to vent or worry,

00:00:56.901 --> 00:01:00.161
but once the time is up, shift to useful thinking.

00:01:00.360 --> 00:01:02.340
No.6 not moving your body.

00:01:02.341 --> 00:01:04.821
It lowers your energy and makes you feel sluggish.

00:01:04.822 --> 00:01:08.321
Instead, take a short walk or stretch every few hours.

00:01:08.400 --> 00:01:11.740
No.7 eating whatever's convenient instead of what's good for you.

00:01:11.741 --> 00:01:14.501
What you eat has a direct impact on your energy levels,

00:01:14.502 --> 00:01:16.221
which affects your mood, focus,

00:01:16.222 --> 00:01:18.381
and motivation. Instead,

00:01:18.382 --> 00:01:20.581
prep a few balanced meals or snacks in advance

00:01:20.582 --> 00:01:22.681
to make healthier choices easier.

00:01:22.780 --> 00:01:24.340
No.8. Overspending.

00:01:24.341 --> 00:01:27.121
It gives you short term happiness but long term stress.

00:01:27.300 --> 00:01:30.980
Instead, budget for small treats so you can enjoy them without guilt.

00:01:30.981 --> 00:01:31.701
No.. 9.

00:01:31.702 --> 00:01:33.421
Saying yes when you mean no.

00:01:33.422 --> 00:01:36.041
Doing so builds resentment and emotional fatigue.

00:01:36.300 --> 00:01:39.680
Instead, allow yourself to possibly disappoint others.

00:01:39.740 --> 00:01:42.020
It won't be the end of the world.

00:01:42.021 --> 00:01:42.661
No. 10.

00:01:42.662 --> 00:01:44.701
Ignoring your feelings. They don't go away,

00:01:44.702 --> 00:01:47.681
they build up and you become disconnected from yourself.

00:01:48.220 --> 00:01:51.880
Instead, learn to lean into them and allow them to exist.
"
7.48984e+18,therapytothepoint,TherapyToThePoint,https://www.tiktok.com/@therapytothepoint/video/7489838405430431022,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-therapytot-20250405143908-7489838405430431022-eng-US,"WEBVTT


00:00:00.060 --> 00:00:02.220
10 little habits that worsen your mental health

00:00:02.221 --> 00:00:03.681
from a licensed therapist.

00:00:03.740 --> 00:00:06.820
No. 1 scrolling your phone first thing in the morning.

00:00:06.821 --> 00:00:10.681
It over stimulates your brain before you even get ready for the day.

00:00:10.900 --> 00:00:14.260
Instead, try connecting with a person or even a pet

00:00:14.261 --> 00:00:17.561
and wait 30 minutes before using electronic devices.

00:00:17.800 --> 00:00:19.860
No.2 staying inside all day.

00:00:19.861 --> 00:00:21.681
This causes you to feel disconnected,

00:00:21.700 --> 00:00:24.200
sluggish, and often get more anxious.

00:00:24.340 --> 00:00:25.340
Instead, go outside,

00:00:25.341 --> 00:00:29.401
even for five minutes. Sunlight and fresh air make a real difference.

00:00:29.420 --> 00:00:31.680
No. 3 constantly watching the news.

00:00:31.681 --> 00:00:34.321
It overloads you with negativity and fear.

00:00:34.420 --> 00:00:37.720
Instead, limit news to once a day from a trusted source.

00:00:37.780 --> 00:00:40.420
No. 4 over comparing yourself to others.

00:00:40.421 --> 00:00:43.961
It distorts your reality and slowly chips away at your self esteem.

00:00:44.180 --> 00:00:46.260
Instead, limit your time on social media

00:00:46.261 --> 00:00:50.061
and use comparisons as a way to learn not to put yourself down.

00:00:50.062 --> 00:00:52.021
No. 5 constantly complaining.

00:00:52.022 --> 00:00:54.481
This traps your brain in a cycle of negativity.

00:00:54.660 --> 00:00:56.900
Instead, set a timer to vent or worry,

00:00:56.901 --> 00:01:00.161
but once the time is up, shift to useful thinking.

00:01:00.360 --> 00:01:02.340
No.6 not moving your body.

00:01:02.341 --> 00:01:04.821
It lowers your energy and makes you feel sluggish.

00:01:04.822 --> 00:01:08.321
Instead, take a short walk or stretch every few hours.

00:01:08.400 --> 00:01:11.740
No.7 eating whatever's convenient instead of what's good for you.

00:01:11.741 --> 00:01:14.501
What you eat has a direct impact on your energy levels,

00:01:14.502 --> 00:01:16.221
which affects your mood, focus,

00:01:16.222 --> 00:01:18.381
and motivation. Instead,

00:01:18.382 --> 00:01:20.581
prep a few balanced meals or snacks in advance

00:01:20.582 --> 00:01:22.681
to make healthier choices easier.

00:01:22.780 --> 00:01:24.340
No.8. Overspending.

00:01:24.341 --> 00:01:27.121
It gives you short term happiness but long term stress.

00:01:27.300 --> 00:01:30.980
Instead, budget for small treats so you can enjoy them without guilt.

00:01:30.981 --> 00:01:31.701
No.. 9.

00:01:31.702 --> 00:01:33.421
Saying yes when you mean no.

00:01:33.422 --> 00:01:36.041
Doing so builds resentment and emotional fatigue.

00:01:36.300 --> 00:01:39.680
Instead, allow yourself to possibly disappoint others.

00:01:39.740 --> 00:01:42.020
It won't be the end of the world.

00:01:42.021 --> 00:01:42.661
No. 10.

00:01:42.662 --> 00:01:44.701
Ignoring your feelings. They don't go away,

00:01:44.702 --> 00:01:47.681
they build up and you become disconnected from yourself.

00:01:48.220 --> 00:01:51.880
Instead, learn to lean into them and allow them to exist.
"
7.3248e+18,alexhowardtherapy,Alex Howard - Therapist,https://www.tiktok.com/@alexhowardtherapy/video/7324798504923106593,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-alexhoward-20240116203916-7324798504923106593-eng-US,"WEBVTT


00:00:00.040 --> 00:00:04.140
Here are three signs of high functioning depression.

00:00:04.640 --> 00:00:07.220
No. 1 being numb.

00:00:08.000 --> 00:00:11.460
We can get to the point that we just don't feel.

00:00:11.560 --> 00:00:12.680
Sometimes people will say,

00:00:12.680 --> 00:00:13.560
that's a strength.

00:00:13.560 --> 00:00:15.300
I just don't feel anything.

00:00:15.600 --> 00:00:16.760
It's not a strength.

00:00:16.760 --> 00:00:20.040
It means that our heart is overly defended

00:00:20.040 --> 00:00:21.300
and shut down.

00:00:22.000 --> 00:00:25.200
No.2 second sign of high functioning depression

00:00:25.200 --> 00:00:28.020
is the resignation and a hopelessness

00:00:28.280 --> 00:00:31.400
that we just become resigned to.

00:00:31.400 --> 00:00:33.040
This is how it's going to be,

00:00:33.040 --> 00:00:34.000
and we can function,

00:00:34.000 --> 00:00:34.800
we can perform,

00:00:34.800 --> 00:00:36.300
we can do things,

00:00:37.200 --> 00:00:40.020
but there's not a sense of hope about the future.

00:00:41.200 --> 00:00:43.520
The third sign of high functioning depression

00:00:43.520 --> 00:00:46.500
is the coping strategies that we develop.

00:00:46.840 --> 00:00:49.300
Addictions, avoidance,

00:00:50.000 --> 00:00:50.940
distraction

00:00:51.160 --> 00:00:52.240
that we develop.

00:00:52.240 --> 00:00:56.400
These ways of not feeling our feelings, and often

00:00:56.400 --> 00:00:59.340
these distractions and avoidances and addictions

00:00:59.600 --> 00:01:01.800
cause even more harm

00:01:01.800 --> 00:01:04.020
and even more suffering in our lives.

00:01:04.560 --> 00:01:06.960
To learn how to get free from high functioning

00:01:06.960 --> 00:01:08.880
depression, do follow my account

00:01:08.880 --> 00:01:11.260
for more videos in this series.
"
7.28211e+18,alexhowardtherapy,Alex Howard - Therapist,https://www.tiktok.com/@alexhowardtherapy/video/7282106466843053344,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-alexhoward-20230923193230-7282106466843053344-eng-US,"WEBVTT


00:00:00.080 --> 00:00:02.720
Here are four habits that we learn

00:00:02.720 --> 00:00:05.700
as emotionally neglected children.

00:00:06.440 --> 00:00:08.980
No. 1 people pleasing.

00:00:09.520 --> 00:00:12.480
We learn to make everyone else's needs

00:00:12.480 --> 00:00:14.780
more important than our own

00:00:14.960 --> 00:00:18.540
in the hope that then we will get our needs met.

00:00:18.880 --> 00:00:20.840
And so we're constantly people pleasing.

00:00:20.840 --> 00:00:23.380
We're constantly trying to keep everyone else happy.

00:00:24.360 --> 00:00:26.740
No.2 pushing through.

00:00:27.080 --> 00:00:29.080
As an emotionally neglected child,

00:00:29.080 --> 00:00:30.640
we learn that our feelings,

00:00:30.640 --> 00:00:31.400
our emotions,

00:00:31.400 --> 00:00:32.160
our experience

00:00:32.160 --> 00:00:33.780
is really not important.

00:00:34.000 --> 00:00:35.520
So we just learn to ignore it.

00:00:35.520 --> 00:00:38.900
We learn to push through difficult experiences,

00:00:39.000 --> 00:00:42.460
and we learn to try to get away from the present

00:00:42.480 --> 00:00:44.660
and into the future.

00:00:46.040 --> 00:00:48.740
No. 3 overthinking.

00:00:49.240 --> 00:00:52.200
When we're emotionally neglected as a child,

00:00:52.200 --> 00:00:55.780
we often find ourselves trying to think our way

00:00:55.920 --> 00:00:57.940
to a feeling of safety.

00:00:58.000 --> 00:01:02.360
And so our mind speeds up to try and find that safety,

00:01:02.360 --> 00:01:06.140
and then we become habituated to that overthinking.

00:01:06.680 --> 00:01:11.840
No.4 we can develop controlling pattern tendencies

00:01:11.840 --> 00:01:16.220
as a way to try to get enough sense of control

00:01:16.400 --> 00:01:18.420
so we can feel safe.

00:01:18.920 --> 00:01:21.600
Now, if you notice any of these tendencies in yourself,

00:01:21.600 --> 00:01:23.300
please do follow my account

00:01:23.320 --> 00:01:26.580
for more videos exploring this in more detail.
"
